pl_name,hostname,sy_snum,sy_pnum,sy_mnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv
CoRoT-24 c,CoRoT-24,1,2,0,11.75900000,0.098000,5.000,0.440,28.00000,0.08800,Mass,1.300000,0.000000,,850,89.000,2454795.380300,0,0.3000,,4.8000000,18.000000,0.05000,,,,8.300,,,K1 V,4950.00,0.86,0.91,0.300,[Fe/H],-0.601,4.55,11.000,1.94863,2.0000,,51.37
CoRoT-25 b,CoRoT-25,1,1,0,4.86069000,0.057800,12.110,1.080,85.81000,0.27000,Mass,0.150000,0.000000,,1330,84.500,2454576.215600,0,0.9400,,1.9200000,10.200000,0.08500,,,,29.000,,,F9,6040.00,1.19,1.09,-0.010,[Fe/H],0.141,4.31,4.500,0.64637,4.3000,,-15.42
CoRoT-26 b,CoRoT-26,1,1,0,4.20474000,0.052600,14.120,1.260,165.26000,0.52000,Mass,0.280000,0.000000,,1600,86.800,2454573.629900,0,0.3300,,5.4700000,6.280000,0.07180,,,,61.000,,,G5,5590.00,1.79,1.09,0.010,[Fe/H],0.451,3.99,8.600,,2.0000,,15.51
CoRoT-27 b,CoRoT-27,1,1,0,3.57532000,0.047600,11.287,1.007,3302.11000,10.39000,Mass,12.600000,0.065000,,1500,86.700,2455748.684000,0,0.5400,,2.7700000,9.480000,0.09900,,,,1326.000,,,G2,5900.00,1.08,1.05,-0.100,[M/H],-0.166,4.40,4.210,1.24000,4.0000,,-4.09
CoRoT-28 b,CoRoT-28,1,1,0,5.20851000,0.060300,10.705,0.955,153.82972,0.48400,Mass,0.690000,0.047000,,,88.100,2455755.846600,0,0.2400,,5.7000000,7.290000,0.05510,,,126.0000,56.400,,,G8/9 IV,5150.00,1.78,1.01,0.150,[Fe/H],0.388,3.60,12.000,0.27000,3.0000,,
CoRoT-29 b,CoRoT-29,1,1,0,2.85057000,0.038600,10.088,0.900,270.15550,0.85000,Mass,1.450000,0.082000,,,87.300,2455753.115000,0,0.4300,,2.1900000,9.220000,0.10280,,,87.0000,125.000,,,K0 V,5260.00,0.90,0.97,0.200,[Fe/H],-0.094,4.30,4.500,1.82500,3.5000,,
CoRoT-3 b,CoRoT-3,1,1,0,4.25680000,0.057830,11.320,1.010,6883.91000,21.66000,Mass,26.400000,0.000000,,1695,85.900,2454283.138300,0,0.5500,0.439800,3.3840000,7.800000,0.06630,,,,2173.000,-37.60,,F3 V,6740.00,1.56,1.37,0.140,[Fe/H],0.391,4.22,2.200,0.43100,17.0000,,-56.16
CoRoT-30 b,CoRoT-30,1,1,0,9.06005000,0.084400,11.310,1.009,921.70700,2.90000,Mass,3.450000,0.007000,,,90.000,2455665.514600,0,0.0000,,,21.000000,0.11400,,,178.1000,283.000,,,G3 V,5650.00,0.91,0.98,0.020,[Fe/H],-0.197,4.40,3.000,1.54162,4.3000,,-34.93
CoRoT-31 b,CoRoT-31,1,1,0,4.62941000,0.058600,16.365,1.460,266.97720,0.84000,Mass,0.330000,0.020000,,,83.200,2455843.944500,0,0.8700,,,7.200000,0.06990,,,303.6000,88.000,,,G2 IV,5700.00,2.15,1.25,0.000,[Fe/H],0.398,3.85,4.700,0.15180,2.8000,,18.60
CoRoT-4 b,CoRoT-4,1,1,0,9.20205000,0.090000,13.340,1.190,228.83000,0.72000,Mass,0.525000,0.000000,,1074,90.000,2454141.364160,0,,,,17.360000,0.10470,,,,63.000,,,,6190.00,1.17,1.16,0.050,,0.185,4.41,1.000,1.11000,6.4000,8.90,32.30
CoRoT-5 b,CoRoT-5,1,1,0,4.03789620,0.049470,15.558,1.388,148.42000,0.46700,Mass,0.217000,0.090000,,1438,85.830,2454400.198850,0,0.7550,1.461000,,9.540000,0.11550,,,-128.3400,59.100,,,F9 V,6100.00,1.19,1.00,-0.250,[M/H],0.180,4.19,6.900,1.01000,1.0000,,
CoRoT-6 b,CoRoT-6,1,1,0,8.88659300,0.085500,13.068,1.166,940.74000,2.96000,Mass,2.320000,0.100000,,1017,89.070,2454595.614400,0,0.2910,,4.0800000,17.940000,0.11690,,,,280.000,,,F9 V,6090.00,1.02,1.05,-0.200,[Fe/H],0.026,4.43,2.500,1.31000,7.6000,6.40,-18.24
CoRoT-7 b,CoRoT-7,1,2,0,0.85359163,0.017016,1.681,0.150,4.07661,0.01283,Mass,6.610000,0.000000,,1756,80.100,2454398.077560,0,0.7130,0.035000,1.0590000,4.260000,0.01870,,2454398.210000,160.0000,3.100,,,G9 V,5275.00,0.83,0.82,0.050,[Fe/H],-0.289,4.50,1.750,2.00000,3.5000,,31.17
CoRoT-7 c,CoRoT-7,1,2,0,3.69800000,0.046000,2.830,0.253,8.40000,0.02643,Mass,2.040000,0.000000,,,80.000,2454445.000000,0,,,,,,,2455953.300000,180.0000,4.000,,,G9 V,5256.00,0.86,0.90,0.060,[M/H],-0.289,4.52,1.750,1.96324,3.5000,,31.17
CoRoT-8 b,CoRoT-8,1,1,0,6.21229000,0.063000,6.390,0.570,69.92000,0.22000,Mass,1.600000,0.000000,,870,88.400,2454238.974300,0,0.4900,0.651000,2.7400000,17.600000,0.07500,,,,26.000,,,K1 V,5080.00,0.77,0.88,0.300,[M/H],-0.400,4.58,3.000,2.70000,2.0000,,-37.47
CoRoT-9 b,CoRoT-9,2,1,0,95.27265600,0.402100,11.949,1.066,266.97720,0.84000,Mass,0.860000,0.133000,,420,89.900,2455365.527230,0,0.1600,1.550000,8.2680000,89.900000,0.11402,,2454603.344700,41.0000,39.000,,,G3 V,5625.00,0.96,0.96,-0.010,[Fe/H],-0.254,4.54,6.000,1.51000,3.5000,,19.82
CoRoTID 223977153 b,CoRoTID 223977153,1,1,0,6.71837000,0.071000,6.389,0.570,47.67450,0.15000,Mass,1.100000,,132.26,938,89.000,2455901.811000,0,0.4000,0.290000,2.4960000,,0.05400,,,,14.000,,,G0 VI,5970.00,0.79,1.08,0.000,[Fe/H],-0.155,4.67,,1.57283,3.2000,,
DE CVn b,DE CVn,2,1,0,4098.10000000,5.750000,12.400,1.100,3823.27330,12.02930,Msin(i)/sin(i),11.000000,0.000000,,,86.000,,0,,,,,,,,,,,,,3579.00,0.42,0.51,,,-1.574,4.80,,7.71066,,,
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,0,246.36000000,0.360000,11.900,1.060,9057.77000,28.50000,Mass,29.500000,0.345000,,,56.600,,0,,,,,,,,36.3000,,,,L1.5,,,0.07,,,,,1.000,,,,
DH Tau b,DH Tau,1,1,0,,330.000000,30.264,2.700,3496.00000,11.00000,Mass,0.693000,,,2200,,,0,,,,,,,,,,,,M0.5,4371.00,0.27,0.33,,,-0.212,4.00,0.001,0.37705,,,
DMPP-1 b,DMPP-1,1,4,0,18.57000000,0.146200,5.290,0.472,24.27000,0.07636,Msini,0.901000,0.083000,,877,,,0,,,,,,,,,5.162,,,F8 V,6196.00,1.26,1.21,,,0.320,4.41,2.010,0.81281,3.4100,,28.61
DMPP-1 c,DMPP-1,1,4,0,6.58400000,0.073300,3.060,0.273,9.60000,0.03020,Msini,1.840000,0.057000,,1239,,,0,,,,,,,,,2.884,,,F8 V,6196.00,1.26,1.21,,,0.320,4.41,2.010,0.81281,3.4100,,28.61
DMPP-1 d,DMPP-1,1,4,0,2.88200000,0.042200,1.650,0.147,3.35000,0.01054,Msini,4.100000,0.070000,,1632,,,0,,,,,,,,,1.326,,,F8 V,6196.00,1.26,1.21,,,0.320,4.41,2.010,0.81281,3.4100,,28.61
DMPP-1 e,DMPP-1,1,4,0,5.51600000,0.065100,1.860,0.166,4.13000,0.01299,Msini,3.530000,0.070000,,1314,,,0,,,,,,,,,1.316,,,F8 V,6196.00,1.26,1.21,,,0.320,4.41,2.010,0.81281,3.4100,,28.61
DMPP-2 b,DMPP-2,1,1,0,5.20720000,0.066400,14.300,1.280,138.89171,0.43700,Msini,0.261000,0.078000,,1000,,,0,,,,,,,,,40.260,,,F5 V,6500.00,1.78,1.44,,,0.104,4.10,2.000,0.24354,5.1000,,8.27
DMPP-3 A b,DMPP-3 A,2,1,0,6.67320000,0.066200,1.410,0.126,2.58000,0.00812,Msini,5.060000,0.140000,,854,,,0,,,,,,,,80.5700,0.970,,,K0 V,5138.00,0.91,0.87,0.180,[Fe/H],-0.293,4.30,10.900,,1.9700,21.80,34.08
DP Leo b,DP Leo,2,1,0,10220.00000000,8.190000,12.700,1.140,1995.88832,6.28000,Mass,5.350000,0.390000,,,,,0,,,,,,,2453025.000000,-78.0000,,,,,13500.00,0.01,0.69,,,-2.400,,,,,,
DS Tuc A b,DS Tuc A,2,1,0,8.13826800,,5.700,0.509,413.17900,1.30000,Mass,,0.000000,145.10,850,89.500,2458332.309970,0,0.1800,0.293600,3.1764000,20.350000,0.05419,,2458332.309970,,,,,G6 V,5428.00,0.96,1.01,0.000,,-0.140,4.60,0.045,2.40000,17.8000,2.85,8.05
EPIC 201170410.02,EPIC 201170410,1,1,0,6.79870000,0.034900,1.047,0.093,1.15000,0.00360,M-R relationship,5.510000,0.000000,,,89.002,2456813.148500,0,0.4600,,,,0.03400,,,,,,,,3648.00,0.28,0.29,-0.048,[Fe/H],-1.900,5.00,,,,,
EPIC 201238110 b,EPIC 201238110,1,1,0,28.16560000,,1.870,0.167,4.16000,0.01310,M-R relationship,3.500000,,,,,2456852.657200,0,0.2400,0.316000,3.3600000,61.500000,0.04580,,,,,,,,3587.00,0.37,0.41,,,-1.508,4.78,,6.73294,,,
EPIC 201497682 b,EPIC 201497682,1,1,0,2.13174000,,0.692,0.062,0.26000,0.00082,M-R relationship,4.310000,,,,,2456850.026300,0,0.2100,,,,0.01150,,,,,,,,4991.00,0.55,0.78,-0.089,[M/H],-0.766,4.63,,3.22926,,,
EPIC 201615463 c,K2-166,1,2,0,3.80464000,,1.220,0.109,1.98000,0.00624,M-R relationship,5.990000,,,,,2457621.222700,0,0.6100,,,,0.00930,,,,,,,,5942.50,1.60,1.07,-0.051,[M/H],0.458,4.09,,0.42293,,,
EPIC 201754305 d,K2-16,1,3,0,2.71578000,,1.030,0.092,1.08000,0.00340,M-R relationship,5.430000,,,,,2456850.496300,0,0.2100,,,,0.01500,,,,,,,K3 V,4761.00,0.54,0.67,-0.330,[Fe/H],-0.761,4.63,,2.95996,2.0000,,
EPIC 201757695.02,EPIC 201757695,1,1,0,2.04780000,0.029600,0.908,0.081,0.68800,0.00217,M-R relationship,5.050000,0.000000,,,89.276,2456811.637000,0,0.1200,,,,0.01270,,,,,,,,4520.00,0.66,0.73,-0.003,[Fe/H],-0.364,4.66,,,,,
EPIC 201833600 c,K2-50,1,2,0,3.96151000,,1.000,0.089,0.97200,0.00306,M-R relationship,5.340000,,,,,2456852.655200,0,0.4000,0.048500,2.1600000,12.400000,0.01680,,,,,,,,4292.67,0.63,0.61,-0.113,[M/H],-0.874,4.74,,2.55179,,,
EPIC 201841433 b,EPIC 201841433,1,1,0,4.16980000,0.035000,1.040,0.093,1.12000,0.00352,M-R relationship,5.470000,,,,89.001,2456811.635900,0,0.2100,0.044700,2.4000000,11.500000,0.01520,,,,,,,,5053.00,0.63,0.80,0.000,[Fe/H],-0.635,4.59,,2.65207,,,
EPIC 205950854 c,K2-168,1,2,0,8.05072200,,1.310,0.117,2.27000,0.00714,M-R relationship,5.550000,,,961,89.810,2456973.764800,0,0.0640,0.030300,3.7200000,16.180000,0.01258,,,,,,,,5502.70,0.83,0.88,-0.130,[Fe/H],-0.176,4.39,,1.27040,,,-10.09
EPIC 206024342 b,EPIC 206024342,1,1,0,4.50756000,,1.700,0.152,3.53000,0.01110,M-R relationship,3.950000,,,,,2456899.132400,0,0.7000,0.026700,2.1840000,13.900000,0.01470,,,,,,,,5759.00,0.82,0.93,,,-0.170,4.59,,2.38280,,,
EPIC 206032309 b,EPIC 206032309,1,1,0,2.87814000,,1.010,0.090,1.01000,0.00317,M-R relationship,5.390000,,,,,2456899.132000,0,0.2600,,,,0.04050,,,,,,,,3489.00,0.37,0.22,,,-1.730,4.85,,9.77858,,,
EPIC 206042996 b,EPIC 206042996,1,1,0,5.29711000,,1.620,0.145,3.26000,0.01020,M-R relationship,4.210000,,,,,2456899.122700,0,0.2600,0.197000,3.1440000,10.100000,0.02940,,,,,,,,4055.00,0.67,0.56,,,-0.980,4.58,,2.90458,,,
EPIC 206215704 b,EPIC 206215704,1,1,0,2.25372000,,0.900,0.080,0.66600,0.00210,M-R relationship,5.020000,,,,,2457010.000500,0,0.2800,0.269000,0.9840000,16.000000,0.02250,,,,,,,,3467.00,0.37,0.41,,,-2.088,4.99,,19.87982,,,
EPIC 206317286 b,EPIC 206317286,1,1,0,1.58252000,,0.960,0.086,0.84000,0.00264,M-R relationship,5.220000,,,,,2457011.332700,0,0.5700,0.030000,1.7520000,6.100000,0.01330,,,,,,,,4864.00,0.67,0.71,,,-0.593,4.57,,2.51975,,,
EPIC 211822797 b,EPIC 211822797,1,1,0,21.16986100,0.131000,1.980,0.177,4.58000,0.01440,M-R relationship,3.240000,0.060000,3.50,,89.730,2457165.577000,0,0.3100,0.104100,3.4800000,48.670000,0.03182,,,-21.5100,,,,M0,4148.21,0.57,0.66,0.140,[Fe/H],-1.153,4.65,0.790,3.87972,2.6000,14.60,34.85
EPIC 211945201 b,EPIC 211945201,1,1,0,19.49221000,0.149300,5.760,0.514,27.00000,0.08495,Mass,0.650000,0.000000,,817,87.900,2457158.824770,0,0.5800,0.163900,3.9100000,35.630000,0.03790,,2458113.939940,90.0000,5.700,,,G0,6069.00,1.39,1.17,0.100,[Fe/H],0.373,4.22,3.990,2.25300,4.0000,,1.26
EPIC 212297394 b,EPIC 212297394,1,1,0,2.28943000,,1.323,0.118,2.31000,0.00727,M-R relationship,5.480000,,,,,2457261.460700,0,0.4500,0.053500,1.6080000,9.300000,0.01620,,,,,,,,4987.49,0.75,0.83,,,-0.505,4.58,,2.50384,,,
EPIC 212424622 b,EPIC 212424622,1,1,0,18.09830000,,2.170,0.194,5.35000,0.01680,M-R relationship,2.880000,,,,,2457263.261600,0,0.7400,0.029800,4.3200000,27.900000,0.01480,,,,,,,,5782.33,1.22,1.11,,,0.179,4.30,,0.84195,,,
EPIC 212499991 b,EPIC 212499991,1,1,0,34.88500000,,1.600,0.143,3.19000,0.01000,M-R relationship,4.280000,,,,,2457280.625400,0,0.2800,,,,0.01930,,,,,,,,4982.79,0.76,0.91,,,-0.497,4.61,,2.81669,,,
EPIC 212587672 b,EPIC 212587672,1,1,0,15.28410000,,1.120,0.100,1.46000,0.00459,M-R relationship,5.710000,,,,,2457273.490600,0,0.2400,0.018700,3.5520000,28.900000,0.01080,,,,,,,,5864.75,0.98,0.95,-0.210,[Fe/H],0.006,4.54,,1.85888,,,
EPIC 212737443 b,EPIC 212737443,1,2,0,13.60300000,0.098000,2.586,0.231,7.20000,0.02270,M-R relationship,2.290000,0.200000,,536,89.071,2457234.970000,0,0.4790,0.110000,2.9760000,31.994000,0.03520,,,,,,,K3,4684.00,0.67,0.69,-0.137,[Fe/H],-0.751,4.62,,3.19000,,,-16.00
EPIC 212737443 c,EPIC 212737443,1,2,0,65.55000000,0.280000,2.690,0.240,7.70000,0.02420,M-R relationship,2.170000,0.200000,,316,89.630,2457227.790000,0,0.5670,0.110000,4.6080000,91.172000,0.03660,,,,,,,K3,4684.00,0.67,0.69,-0.137,[Fe/H],-0.804,4.62,,3.19000,,,-16.00
EPIC 220554210 c,K2-282,1,2,0,0.70531000,,1.480,0.132,2.79000,0.00879,M-R relationship,4.730000,,,,,2457430.141100,0,0.2500,0.026200,1.7040000,2.840000,0.01460,,,,,,,,5523.00,1.01,0.94,0.150,[Fe/H],-0.215,4.47,,1.44200,,,
EPIC 220674823 b,EPIC 220674823,1,2,0,0.57133100,0.013400,1.820,0.162,7.72000,0.02429,Mass,8.500000,0.000000,4293.00,2119,86.400,2457393.437160,0,0.4200,0.028470,1.5320000,2.720000,0.01710,,,,6.370,,,G5 V,5617.00,0.98,0.97,0.130,[Fe/H],-0.119,4.45,5.000,1.35000,2.6200,,-15.86
EPIC 220674823 c,EPIC 220674823,1,2,0,13.33907900,0.109100,2.730,0.244,5.80000,0.01825,Mass,2.000000,0.180000,64.00,741,89.350,2457405.733890,0,0.4100,0.090300,3.4392000,27.660000,0.02560,,,178.0000,1.670,,,G5 V,5617.00,0.98,0.97,0.130,[Fe/H],-0.119,4.45,5.000,1.35000,2.6200,,-15.86
EPIC 246851721 b,EPIC 246851721,2,1,0,6.18023500,0.072290,11.781,1.051,953.49000,3.00000,Mass,3.100000,,642.00,1401,86.210,2457865.110320,0,0.6470,0.464000,4.1080800,9.800000,0.06810,,2457858.930090,,270.000,-1.47,3.70,F5 V,6202.00,1.59,1.32,0.141,[Fe/H],0.526,4.16,3.020,0.46500,74.9200,,36.85
EPIC 248847494 b,EPIC 248847494,1,1,0,3650.00000000,4.500000,12.442,1.110,4131.79000,13.00000,Mass,,0.000000,0.19,183,89.870,2457967.170000,0,0.7900,0.180000,53.6000000,,0.04200,,,,,,,,4898.00,2.70,0.90,-0.230,[Fe/H],0.548,3.52,,0.06400,,,30.58
EPIC 249893012 b,EPIC 249893012,1,3,0,3.59510000,0.047000,1.950,0.174,8.75000,0.02753,Mass,6.390000,0.060000,1037.00,1616,86.140,2457994.396000,0,0.4200,,4.3300000,5.930000,0.01040,,2457994.670000,225.0000,3.550,,,G8 IV/V,5430.00,1.71,1.05,0.200,[Fe/H],0.356,3.99,9.000,0.29800,2.1000,41.00,22.36
EPIC 249893012 c,EPIC 249893012,1,3,0,15.62400000,0.130000,3.670,0.327,14.67000,0.04616,Mass,1.620000,0.070000,160.00,990,87.940,2457998.841000,0,0.6000,,6.3700000,15.790000,0.01970,,2457998.300000,217.0000,3.660,,,G8 IV/V,5430.00,1.71,1.05,0.200,[Fe/H],0.356,3.99,9.000,0.29800,2.1000,41.00,22.36
EPIC 249893012 d,EPIC 249893012,1,3,0,35.74700000,0.220000,3.940,0.352,10.18000,0.03203,Mass,0.910000,0.150000,53.00,752,89.470,2458008.652000,0,0.2500,,9.5600000,27.420000,0.02110,,2458008.770000,181.0000,1.970,,,G8 IV/V,5430.00,1.71,1.05,0.200,[Fe/H],0.356,3.99,9.000,0.29800,2.1000,41.00,22.36
FU Tau b,FU Tau,1,1,0,,800.000000,12.200,1.090,5085.28000,16.00000,Mass,15.400000,,,2375,,,0,,,,,,,,,,,,M7.25,2838.00,,0.05,,,-0.699,,0.001,,,,
G 9-40 b,G 9-40,1,1,0,5.74600700,0.038500,2.025,0.181,4.76000,0.01500,M-R relationship,3.150000,0.000000,7.20,456,88.570,2458497.777470,0,0.6720,0.365000,1.3368000,27.000000,0.06050,,,0.0000,,,,M2.5 V,3348.00,0.31,0.29,0.040,[Fe/H],-1.971,4.93,9.900,14.11000,2.0000,29.85,14.65
GJ 1061 b,GJ 1061,1,3,0,3.20400000,0.021000,1.100,0.098,1.37000,0.00431,Msini,5.660000,0.310000,3.80,,,,0,,,,,,,2458300.610000,145.0000,2.430,,,M5.5 V,2953.00,0.16,0.12,-0.080,[Fe/H],-2.770,5.16,7.000,47.56190,2.5000,,1.06
GJ 1061 c,GJ 1061,1,3,0,6.68900000,0.035000,1.180,0.105,1.74000,0.00547,Msini,5.820000,0.290000,1.40,,,,0,,,,,,,2458300.200000,88.0000,2.480,,,M5.5 V,2953.00,0.16,0.12,-0.080,[Fe/H],-2.770,5.16,7.000,47.56190,2.5000,,1.06
GJ 1061 d,GJ 1061,1,3,0,13.03100000,0.054000,1.160,0.103,1.64000,0.00516,Msini,5.770000,0.530000,0.60,,,,0,,,,,,,2458306.400000,157.0000,1.860,,,M5.5 V,2953.00,0.16,0.12,-0.080,[Fe/H],-2.770,5.16,7.000,47.56190,2.5000,,1.06
GJ 1132 b,GJ 1132,1,2,0,1.62893100,0.015300,1.130,0.101,1.66000,0.00522,Mass,6.300000,0.220000,,529,86.580,2457184.557590,0,0.3800,,,16.000000,0.05041,,,,2.850,,,M4.5 V,3270.00,0.21,0.18,-0.120,[Fe/H],-2.359,4.88,5.000,15.40000,2.0000,122.30,35.08
GJ 1132 c,GJ 1132,1,2,0,8.92900000,0.047600,1.430,0.128,2.64000,0.00831,Msini,4.960000,0.270000,,300,,,0,,,,,,,,,2.570,,,M4.5 V,3270.00,0.21,0.18,-0.120,[Fe/H],-2.359,5.02,5.000,23.78462,2.0000,122.30,35.08
GJ 1148 b,GJ 1148,1,2,0,41.38000000,0.166000,11.900,1.070,96.70000,0.30425,Msini,0.315000,0.380000,,,,,0,,,,,,,2454796.920000,258.1000,38.370,,,M5,3287.00,0.36,0.34,0.160,[Fe/H],-1.869,4.87,,10.52554,,,-9.10
GJ 1148 c,GJ 1148,1,2,0,532.58000000,0.912000,9.710,0.866,68.06000,0.21414,Msini,0.409000,0.342000,,,,,0,,,,,,,2454769.000000,210.4000,11.340,,,M5,3287.00,0.36,0.34,0.160,[Fe/H],-1.869,4.87,,10.52554,,,-9.10
GJ 1151 b,GJ 1151,1,1,0,2.01800000,0.017350,1.390,0.124,2.50000,0.00787,Msini,5.120000,0.000000,,,,,0,,,,18.500000,,,,,4.100,,,M4.5,3114.00,0.20,0.17,,,-2.463,5.06,,29.34709,,,
GJ 1214 b,GJ 1214,1,1,0,1.58040456,0.014110,2.847,0.254,6.26125,0.01970,Mass,1.490000,0.000000,,547,88.170,2455320.535733,0,0.3850,,0.8688000,14.000000,0.11600,,,0.0000,12.200,,,M4.5,3026.00,0.22,0.15,0.390,[Fe/H],-2.312,4.94,3.000,26.20204,2.0000,,-21.10
GJ 1252 b,GJ 1252,1,1,0,0.51823490,0.009160,1.193,0.106,2.09000,0.00658,Mass,6.760000,0.000000,,1089,85.000,2458668.097390,0,0.4400,0.084771,0.7340000,,0.02802,,,,3.170,,,M3,3458.00,0.39,0.38,0.100,[Fe/H],-1.708,4.89,,8.99304,,64.00,7.48
GJ 1265 b,GJ 1265,1,1,0,3.65110000,0.026000,2.630,0.234,7.40000,0.02328,Msini,2.240000,0.040000,,,,,0,,,,,,,,282.0000,9.890,,,M4.5 V,3236.00,0.19,0.18,-0.040,[Fe/H],-2.439,5.09,,,2.0000,70.00,-24.30
GJ 143 b,GJ 143,1,2,0,35.61253000,0.191500,2.610,0.233,22.70000,0.07142,Mass,7.000000,0.188000,4.12,422,89.330,2458385.925020,0,0.5870,0.145000,3.2300000,60.100000,0.03500,,2458350.800000,98.0000,5.510,,,K4.5,4640.00,0.69,0.73,0.003,[Fe/H],-0.686,4.61,3.800,3.03000,,,59.46
GJ 15 A b,GJ 15 A,2,2,0,11.44070000,0.072000,1.550,0.139,3.03000,0.00953,Msini,4.470000,0.094000,,550,,,0,,,,,,,2455783.630000,55.0000,1.680,,,M1,3607.00,0.38,0.38,-0.340,[Fe/H],-1.655,4.87,,8.37411,1.0900,,11.30
GJ 15 A c,GJ 15 A,2,2,0,7600.00000000,5.400000,6.670,0.595,36.00000,0.11327,Msini,0.667000,0.270000,,,,,0,,,,,,,,-58.4000,2.500,,,M1,3607.00,0.38,0.38,-0.340,[Fe/H],-1.655,4.87,,8.37411,1.0900,,11.30
GJ 160.2 b,GJ 160.2,1,1,0,5.23540000,0.053000,3.170,0.283,10.20000,0.03209,Msini,1.760000,0.060000,,,,,0,,,,,,,,360.0000,4.580,,,M0 V,4347.00,0.66,0.69,,,-0.796,4.61,,3.12966,,43.60,24.87
GJ 163 b,GJ 163,1,3,0,8.63182000,0.060700,3.250,0.290,10.60000,0.03335,Msini,1.700000,0.073000,,,,,0,,,,,,,2455042.553000,70.7000,6.130,,,M,3500.00,0.41,0.40,0.100,[Fe/H],-1.708,4.82,6.000,8.24778,,,58.60
GJ 163 c,GJ 163,1,3,0,25.63058000,0.125400,2.500,0.223,6.80000,0.02140,Msini,2.390000,0.099000,,,,,0,,,,,,,2455057.700000,227.0000,2.750,,,M,3500.00,0.41,0.40,0.100,[Fe/H],-1.708,4.82,6.000,8.24778,,,58.60
GJ 163 d,GJ 163,1,3,0,603.95116000,1.030400,5.920,0.528,29.40000,0.09250,Msini,0.779000,0.373000,,,,,0,,,,,,,2455275.000000,118.3000,4.420,,,M,3500.00,0.41,0.40,0.100,[Fe/H],-1.708,4.82,6.000,8.24778,,,58.60
GJ 179 b,GJ 179,1,1,0,2288.00000000,2.410000,13.900,1.240,260.61000,0.82000,Msini,0.533000,0.210000,,,,,0,,,,,,,2455140.000000,153.0000,25.800,,,M3.5 V,3370.00,0.38,0.36,0.300,[Fe/H],-1.796,4.83,,9.67547,1.5000,,
GJ 180 b,GJ 180,1,3,0,17.13300000,0.092000,2.430,0.217,6.49000,0.02042,Msini,2.490000,0.070000,,,,,0,,,,,,,,276.0000,3.250,,,M2 V,3371.00,0.41,0.43,,,-1.886,4.81,,8.12507,,,-15.07
GJ 180 c,GJ 180,1,3,0,24.32900000,0.129000,2.410,0.215,6.40000,0.02014,Msini,2.510000,0.090000,,,,,0,,,,,,,,230.0000,2.310,,,M2 V,3371.00,0.41,0.43,,,-1.886,4.81,,8.12507,,,-15.07
GJ 180 d,GJ 180,1,3,0,106.30000000,0.309000,2.660,0.237,7.56000,0.02379,Msini,2.210000,0.140000,,,,,0,,,,,,,,155.0000,2.080,,,M3,3811.50,0.41,0.43,,,-1.609,4.81,,8.12507,,,-15.07
GJ 2056 b,GJ 2056,1,1,0,69.97100000,0.283000,4.170,0.372,16.20000,0.05097,Msini,1.230000,0.720000,,,,,0,,,,,,,2452965.600000,58.0000,5.230,,,M0V:,4069.95,0.71,0.62,,,-0.905,4.48,,2.07397,,,41.62
GJ 229 A c,GJ 229,2,2,0,121.99500000,0.339000,2.600,0.232,7.26800,0.02287,Msini,2.270000,0.190000,,,,,0,,,,,,,,121.0000,1.930,,,M1.5V,3912.54,0.46,0.58,,,-1.222,4.69,0.400,4.64116,1.0000,,4.02
GJ 229 b,GJ 229,2,2,0,526.11500000,0.898000,2.850,0.254,8.47800,0.02667,Msini,2.010000,0.100000,,,,,0,,,,,,,,199.0000,1.370,,,M1/M2 V,3564.00,0.46,0.58,,,-1.553,4.69,0.400,4.64116,1.0000,,4.02
GJ 251 b,GJ 251,1,1,0,14.23800000,0.081800,1.830,0.163,4.00000,0.01259,Msini,3.590000,0.100000,2.53,351,,,0,,,,,,,,78.8000,2.110,,,M3.0 V,3451.00,0.36,0.36,-0.030,[Fe/H],-1.772,4.96,,10.05319,2.0000,122.10,22.65
GJ 27.1 b,GJ 27.1,1,1,0,15.81900000,0.101000,3.660,0.327,13.00000,0.04090,Msini,1.460000,0.080000,,,,,0,,,,,,,,150.0000,4.900,,,M0.5 V,3542.00,0.52,0.53,,,-1.585,4.72,,5.21124,,,11.85
GJ 273 b,GJ 273,1,2,0,18.64980000,0.091101,1.510,0.135,2.89000,0.00909,Msini,4.610000,0.100000,1.06,,,,0,,,,,,,,,1.610,,,M3.5,3382.00,0.29,0.29,0.090,[Fe/H],-2.056,4.91,,13.19438,,99.00,18.41
GJ 273 c,GJ 273,1,2,0,4.72340000,0.036467,1.060,0.094,1.18000,0.00371,Msini,5.440000,0.170000,6.66,,,,0,,,,,,,,,1.060,,,M3.5,3382.00,0.29,0.29,0.090,[Fe/H],-2.056,4.91,,13.19438,,99.00,18.41
